Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
school_23a5cbc5		Die beiden lassen sich von Evas Drohungen überhaupt nicht beeindrucken und ignorieren sie die ganze Zeit.	game/Story/schulszenario.rpy	988	"[what]"
school_ff2a2775	zep	Ich bin einer der 72 großen Dämonen, der Dämon der Liebe, mein Name ist Zepar!	game/Story/schulszenario.rpy	989	zep "[what]"
school_1555435b	fur	Ich bin einer der 72 großen Dämonen, der Dämon der Liebe, mein Name ist Furfur!	game/Story/schulszenario.rpy	990	fur "[what]"
school_b3c0eec0	zep	Ihr werdet euch jetzt einer Prüfung unterziehen müssen!	game/Story/schulszenario.rpy	991	zep "[what]"
school_23f1b3af	fur	Wer sich weigert, auf den wartet nur der Tod!	game/Story/schulszenario.rpy	992	fur "[what]"
school_ee83c199	zep	Denn ihr beide seid von Fräulein BEATRICE-sama für die Zweite Dämmerung auserwählt worden!	game/Story/schulszenario.rpy	993	zep "[what]"
school_0ffc48d4	eva	Das ist doch lächerlich!	game/Story/schulszenario.rpy	997	eva "[what]"
school_34153ef8	extend	 Was glaubt ihr wer ihr seid!?!!	game/Story/schulszenario.rpy	998	extend "[what]"
school_6c18fea4		Eva ist außer sich vor Wut, während Hideyoshi versucht, die Tür zu öffnen.	game/Story/schulszenario.rpy	999	"[what]"
school_8b7b57f9	hid	Die Kette rührt sich nicht!	game/Story/schulszenario.rpy	1004	hid "[what]"
school_c921fd4c	extend	 Ich bekomme die Tür nicht auf!	game/Story/schulszenario.rpy	1005	extend "[what]"
school_18f854a4	zep	Sieh nur, Furfur!	game/Story/schulszenario.rpy	1014	zep "[what]"
school_053b7393	extend	 Sie sind auf der Suche nach einem Ausweg!	game/Story/schulszenario.rpy	1015	extend "[what]"
school_10c27093	fur	Das ist absolut unmöglich, sie glauben, sie könnten den Großen Dämonen entkommen, Zepar!	game/Story/schulszenario.rpy	1016	fur "[what]"
school_b75d457d		Hideyoshi wird klar, dass es keinen Sinn hat, an der Tür zu rütteln, sie müssen den Anweisungen der Dämonen Folge leisten.	game/Story/schulszenario.rpy	1017	"[what]"
school_8083b2fa	hid	Okay, okay, was müssen wir für diesen Test tun?	game/Story/schulszenario.rpy	1022	hid "[what]"
school_05e2f446	eva	Schatz, du willst doch nicht wirklich...	game/Story/schulszenario.rpy	1023	eva "[what]"
school_ed65326c	zep	Dafür müsst ihr uns eine einfache Frage beantworten!	game/Story/schulszenario.rpy	1028	zep "[what]"
school_43c0ea9d	fur	Ihr dürft den Raum verlassen, wenn ihr sie richtig beantwortet!	game/Story/schulszenario.rpy	1029	fur "[what]"
school_4bd55fd6	eva	Dann raus damit, welche Frage ist es?	game/Story/schulszenario.rpy	1034	eva "[what]"
school_bfaf07be	hid	Eva!	game/Story/schulszenario.rpy	1035	hid "[what]"
school_3a624f61	extend	 Wir haben keine Zeit für Hektik und Eile!	game/Story/schulszenario.rpy	1036	extend "[what]"
school_f3e4ee19	hid	Sie haben gesagt, wenn wir nicht bestehen, sterben wir...	game/Story/schulszenario.rpy	1037	hid "[what]"
school_02487bd1	eva	Als ob du das auch noch glaubst...	game/Story/schulszenario.rpy	1038	eva "[what]"
school_95e09d4d	zep	Nun, wir sollten keine Zeit verlieren, BEATRICE-sama wird langsam ungeduldig, Furfur!	game/Story/schulszenario.rpy	1043	zep "[what]"
school_f7e599e1	fur	Dann lass uns mit dem Test beginnen, Zepar!	game/Story/schulszenario.rpy	1044	fur "[what]"
school_82bb27bf	zep	Die Frage, die wir stellen wollen, lautet...	game/Story/schulszenario.rpy	1045	zep "[what]"
school_61f4bd1b	fur	Was ist das, was ihr zwei gemeinsam am meisten liebt?	game/Story/schulszenario.rpy	1050	fur "[what]"
school_81538a7b	zep	Beantwortet die Frage mit Bedacht, denn davon hängt euer Liebesleben ab!	game/Story/schulszenario.rpy	1051	zep "[what]"
school_99429569	fur	Bitte denkt daran, dass ihr nur eine gemeinsame Antwort geben könnt und diese auch nur einmal!	game/Story/schulszenario.rpy	1052	fur "[what]"
school_7c431928	hid	Ich glaube, die Frage ist nur ein Scherz, denn es gibt nur eine einzige Antwort, Eva!	game/Story/schulszenario.rpy	1056	hid "[what]"
school_86baf7de	eva	Deshalb habe ich dich geheiratet, ich weiß genau, was du meinst!	game/Story/schulszenario.rpy	1058	eva "[what]"
school_dc95d094	hid	Darüber lässt sich nicht streiten.	game/Story/schulszenario.rpy	1059	hid "[what]"
school_ded819fb		Hideyoshi und Eva sind sich absolut sicher, was sie den Dämonen antworten wollen, da muss man nicht lange überlegen.	game/Story/schulszenario.rpy	1060	"[what]"
school_14fe5c6c	hid	Unsere gemeinsame Antwort darauf lautet wie folgt	game/Story/schulszenario.rpy	1061	hid "[what]"
school_ef8c2c9a	eva	Unser Sohn George!	game/Story/schulszenario.rpy	1062	eva "[what]"
school_3068231f	hid	Das ist der Beweis für unsere Entschlossenheit!	game/Story/schulszenario.rpy	1063	hid "[what]"
school_409260f7	extend	 Nichts sollte ein Ehepaar mehr lieben als die eigenen Kinder!	game/Story/schulszenario.rpy	1064	extend "[what]"
school_c034b0ce	extend	 Sie gesund aufwachsen zu sehen, ist das größte Geschenk.	game/Story/schulszenario.rpy	1065	extend "[what]"
school_88cbf644	zep	Hast du gehört, was sie gerade gesagt haben, Furfur?	game/Story/schulszenario.rpy	1070	zep "[what]"
school_6a14bb20	fur	Das ist ja sowas von romantisch, Zepar!	game/Story/schulszenario.rpy	1071	fur "[what]"
school_bb3aeea5	zep	Aber die Antwort ist leider falsch!	game/Story/schulszenario.rpy	1076	zep "[what]"
school_2e20a75c	fur	Damit ist das Spiel vorbei und euer Leben gehört BEATRICE-sama!	game/Story/schulszenario.rpy	1077	fur "[what]"
school_b84374d9	zep	Die sehen aber sauer aus, Furfur!	game/Story/schulszenario.rpy	1078	zep "[what]"
school_dd951ea0	fur	Aber beide haben offensichtlich gelogen, Zepar!	game/Story/schulszenario.rpy	1079	fur "[what]"
school_8098288c	eva	Das ist doch wohl die Höhe!	game/Story/schulszenario.rpy	1082	eva "[what]"
school_b94260ac	extend	 Verschwindet, oder die Schrotkugeln fliegen durch eure dünnen Körper!	game/Story/schulszenario.rpy	1083	extend "[what]"
school_6c846992	eva	Ja, ich werde euch mit Löchern durchbohren, bis nichts mehr von euch übrig sein wird!	game/Story/schulszenario.rpy	1084	eva "[what]"
school_ddac0865	extend	 Hahahahahahaha!!!!!	game/Story/schulszenario.rpy	1085	extend "[what]"
school_42f39d49	geo	Ich bin mehr als nur enttäuscht von euch...	game/Story/schulszenario.rpy	1100	geo "[what]"
school_45abfb84	extend	 Mom.... Dad.....	game/Story/schulszenario.rpy	1101	extend "[what]"
school_0c50e6c5		Plötzlich waren die Dämonen verschwunden und an ihrer Stelle erschien wie aus dem Nichts ihr verstorbener Sohn.	game/Story/schulszenario.rpy	1102	"[what]"
school_765f1dbb	hid	Das kann nicht sein!	game/Story/schulszenario.rpy	1104	hid "[what]"
school_5bbe50a0	extend	 George???	game/Story/schulszenario.rpy	1105	extend "[what]"
school_b83faf8d	eva	Du bist doch gestorben???	game/Story/schulszenario.rpy	1107	eva "[what]"
school_da68045c	extend	 Ich habe deine Leiche gesehen, wie ist das möglich?	game/Story/schulszenario.rpy	1108	extend "[what]"
school_46a9f99c	geo	Ich bin nicht der, den ihr am meisten liebt!	game/Story/schulszenario.rpy	1109	geo "[what]"
school_08ae20fb	extend	 Das habt ihr noch nie gemacht!	game/Story/schulszenario.rpy	1110	extend "[what]"
school_e768579b	eva	Nein, George! Bitte nicht! Das ist nicht wahr!	game/Story/schulszenario.rpy	1111	eva "[what]"
school_c8d9fcab	extend	 Du warst immer das Wichtigste für uns!	game/Story/schulszenario.rpy	1112	extend "[what]"
school_1e6c2b8f	hid	George! Bitte, wir können über alles reden!	game/Story/schulszenario.rpy	1113	hid "[what]"
school_fb2baffc	geo	Ja, ich war das Wichtigste für euch...	game/Story/schulszenario.rpy	1114	geo a21majime4 "[what]"
school_f3e30256	extend	 Ich war wichtig für euch, damit ihr einen großen Nutzen aus mir ziehen könnt!	game/Story/schulszenario.rpy	1115	extend "[what]"
school_009b57e0	geo	Ihr habt mich immer streng zum 'Gentleman' erzogen, damit ich zu Eurem Vorteil handle!	game/Story/schulszenario.rpy	1116	geo "[what]"
school_27e23ee0	eva	Nein George! So ist das nicht!	game/Story/schulszenario.rpy	1117	eva "[what]"
school_220842d2	geo	Oh doch!	game/Story/schulszenario.rpy	1122	geo "[what]"
school_0e58d06e	extend	 Euch hat immer nur interessiert, wie ihr an Opas Erbe kommt!	game/Story/schulszenario.rpy	1123	extend "[what]"
school_9b534550	geo	Es war euch wichtiger, dass ich Geld verdiene ohne Ende, dass ich eine Frau heirate, die aus reichem Hause stammt!	game/Story/schulszenario.rpy	1126	geo "[what]"
school_e750bfe9	extend	 Ihr wolltet nicht, dass ich Shannon-chan zur Frau nehme...	game/Story/schulszenario.rpy	1127	extend "[what]"
school_db9d2d8a	geo	Und warum? Weil ihr keinen Nutzen drauß ziehen könntet!	game/Story/schulszenario.rpy	1130	geo "[what]"
school_8616000d	extend	 Solange ich diesen Weg gehe, habt ihr mich unterstützt, aber sobald ich von diesem Weg abweiche, habt ihr mich nie unterstützt!	game/Story/schulszenario.rpy	1131	extend "[what]"
school_6c8fccd2	geo	Ihr seid schreckliche Eltern, dass ihr das eurem einzigen Sohn antut!	game/Story/schulszenario.rpy	1134	geo "[what]"
school_4a131c88	extend	 Ihr habt den Test nicht bestanden, also werde ich euch BEATRICE-sama eigenhändig ausliefern!	game/Story/schulszenario.rpy	1135	extend "[what]"
school_ce4c1acf	eva	George, bitte! Es tut uns leid! Bitte vergib uns!	game/Story/schulszenario.rpy	1143	eva "[what]"
school_a281f138	extend	 Wir haben das für dich getan, damit du nicht wirst wie unsere Geschwister!	game/Story/schulszenario.rpy	1144	extend "[what]"
school_9ec74c31	geo	Lasst mich in Ruhe, ihr gierigen Piranhas!	game/Story/schulszenario.rpy	1145	geo "[what]"
school_c3ca6058	hid	EVAAAAA????!!?!?!?!	game/Story/schulszenario.rpy	1168	hid "[what]"
school_326eea4a		George hat mit magischer Energie ein Loch in Evas Kopf geschossen. Sie fiel rückwärts aufs Bett und war sofort tot.	game/Story/schulszenario.rpy	1169	"[what]"
school_dfbd5de0		Hideyoshis Schock ist unbeschreiblich, er versucht, sich irgendwie ins Badezimmer zu retten.	game/Story/schulszenario.rpy	1170	"[what]"
school_4f20c38b	hid	Bitte, George, verschone mich!	game/Story/schulszenario.rpy	1175	hid "[what]"
school_8b5320fe	geo	Dein Flehen kommt zu spät, alter Mann!	game/Story/schulszenario.rpy	1176	geo "[what]"
school_04be0224		Auch Hideyoshi war sofort tot, es gab keine Chance, diesen Angriff zu überleben.	game/Story/schulszenario.rpy	1193	"[what]"
school_a80b82a2	extend	 George durchbohrte auch seine Stirn.	game/Story/schulszenario.rpy	1194	extend "[what]"
school_fcbbde47	geo	Meine Aufgabe ist erfüllt, ich nehme mir die Freiheit, die Bühne für immer zu verlassen und meinen Eltern in die Hölle zu folgen.	game/Story/schulszenario.rpy	1195	geo "[what]"
school_bd4b5f64	kan	Eva-sama, Hideyoshi-sama!	game/Story/schulszenario.rpy	1209	kan "[what]"
school_6d6038c8	extend	 Wir haben etwas zu essen vorbereitet.	game/Story/schulszenario.rpy	1210	extend "[what]"
school_4c96bfef	kum	Ohohohohoh,	game/Story/schulszenario.rpy	1212	kum "[what]"
school_cd88d566	extend	 Es gibt saftige Makrelen in meiner hausgemachten Sahnesauce!	game/Story/schulszenario.rpy	1213	extend "[what]"
school_8a34a4b4	extend	 Lassen Sie sich diese Spezialität nicht entgehen!	game/Story/schulszenario.rpy	1214	extend "[what]"
school_14654d45		Kurze Zeit später standen Kanon und Kumasawa vor der Tür und fragten Eva und Hideyoshi, ob sie mit den anderen essen wollten.	game/Story/schulszenario.rpy	1215	"[what]"
school_9393671f	kan	Es meldet sich niemand...	game/Story/schulszenario.rpy	1216	kan "[what]"
school_82722411	kum	Eva-sama! Hideyoshi-sama! Können Sie mich hören?	game/Story/schulszenario.rpy	1217	kum "[what]"
school_8b415880	extend	 Antworten Sie bitte!	game/Story/schulszenario.rpy	1218	extend "[what]"
school_d96ac68e	kan	Ich muss die Tür öffnen!	game/Story/schulszenario.rpy	1220	kan "[what]"
school_58f78ff0	kan	Die Türkette ist angebracht... Ich komme nicht durch!	game/Story/schulszenario.rpy	1235	kan "[what]"
school_acb50944	extend	.....Ich höre Wasser plätschern, das muss die Dusche sein, sind sie im Bad?	game/Story/schulszenario.rpy	1236	extend "[what]"
school_2da4fdd7	gen	Was ist mit den werten Gästen?	game/Story/schulszenario.rpy	1245	gen "[what]"
school_9b8119f0	kan	Sie antworten nicht, die Tür geht nicht auf, ich brauche einen Bolzenschneider wegen der Kette.	game/Story/schulszenario.rpy	1247	kan "[what]"
school_50bb5ad9	gen	Im Dienstraum sollte sich einer befinden.	game/Story/schulszenario.rpy	1248	gen "[what]"
school_fb9162a0	kan	Alles klar, ich hole es schnell.	game/Story/schulszenario.rpy	1249	kan "[what]"
school_60307163	extend	 Kumasawa! Holen sie die anderen her!	game/Story/schulszenario.rpy	1250	extend "[what]"
school_3c174113	kum	Ohohohoh, wird gemacht!	game/Story/schulszenario.rpy	1252	kum "[what]"
school_326586c7		Kumasawa und Genji machten sich sofort auf den Weg, um den anderen zu sagen, dass mit Eva und Hideoyshi etwas nicht stimmte.	game/Story/schulszenario.rpy	1255	"[what]"
school_2e2ee370		Battler, Jessica, Natsuhi, Maria und Shannon machten sich sofort auf den Weg.	game/Story/schulszenario.rpy	1257	"[what]"
school_cb0a5ad1	but	Kanon-kun, was ist mit den beiden?	game/Story/schulszenario.rpy	1266	but "[what]"
school_2598e2c4	nat	Ich ahne übles!	game/Story/schulszenario.rpy	1268	nat "[what]"
school_0207c06b	extend	 Bitte sag mir, dass es nicht das ist, was ich denke!	game/Story/schulszenario.rpy	1269	extend "[what]"
school_74ff7733	nat	Schon wieder so ein Gekritzel??	game/Story/schulszenario.rpy	1270	nat "[what]"
school_8b9badf4	kum	Das war eben noch nicht hier!	game/Story/schulszenario.rpy	1272	kum "[what]"
school_77d15bc9	kan	Eva-sama und Hideyoshi-sama haben nicht auf mich reagiert...	game/Story/schulszenario.rpy	1275	kan "[what]"
school_a715c35a	extend	 Deshalb musste ich die Türkette mit einem Bolzenschneider durchtrennen.	game/Story/schulszenario.rpy	1276	extend "[what]"
school_59420c09	kan	Als ich zurück kam, war dieses Symbol auf der Tür!	game/Story/schulszenario.rpy	1277	kan "[what]"
school_c14dac33	mar	Kihihihihihihihih!!	game/Story/schulszenario.rpy	1284	mar "[what]"
school_101a9afd	mar	Das ist der erste magische Kreis des Mondes!	game/Story/schulszenario.rpy	1285	mar "[what]"
school_c125ebbb	extend	 Das Design des magischen Kreises ähnelt der Darstellung einer Tür. Der hebräische Vers darauf ist Psalm 107:16 entnommen und lautet:	game/Story/schulszenario.rpy	1286	extend "[what]"
school_bb627820	mar	'Denn er hat eherne Tore zerbrochen und eiserne Riegel durchschnitten'.	game/Story/schulszenario.rpy	1287	mar "[what]"
school_3022459a	mar	Die Hexe lässt sich nicht einmal von einer Türkette aufhalten!	game/Story/schulszenario.rpy	1288	mar "[what]"
school_3663813b	extend	 Kihihihihihihihi!!!	game/Story/schulszenario.rpy	1289	extend "[what]"
school_e20433e7	mar	Auauauauau, was sollte das?	game/Story/schulszenario.rpy	1301	mar "[what]"
school_79567616	but	Quatsch nicht so viel!	game/Story/schulszenario.rpy	1302	but "[what]"
school_5649cb68	extend	 Hör auf mit diesem unangenehmen Verhalten in dieser Situation!	game/Story/schulszenario.rpy	1303	extend "[what]"
school_11a46c76	extend	 Hast du überhaupt kein Mitgefühl?	game/Story/schulszenario.rpy	1304	extend "[what]"
school_aab0c267	but	Deine Mutter ist verstorben. Magische Kreise oder Hexen scheinen dich mehr zu interessieren....	game/Story/schulszenario.rpy	1305	but "[what]"
school_160a3877	extend	 Naja, kann mir auch egal sein...	game/Story/schulszenario.rpy	1306	extend "[what]"
school_f85c322b	extend	 Ich geh jetzt rein!	game/Story/schulszenario.rpy	1307	extend "[what]"
school_95dfeebb	but	NEIN!!! NEIN!!! NEIN!!!	game/Story/schulszenario.rpy	1317	but "[what]"
school_4893fcdb	extend	 WIESO SCHON WIEDER?	game/Story/schulszenario.rpy	1318	extend "[what]"
school_a6a6378a	but	TANTE EVA!!!!	game/Story/schulszenario.rpy	1319	but "[what]"
school_dc8e0c47	nat	KYAAAAAAAA	game/Story/schulszenario.rpy	1320	nat "[what]"
school_155829e3	extend	 DAS KANN NICHT WAHR SEIN!!!	game/Story/schulszenario.rpy	1321	extend "[what]"
school_7c6b7d18		Tante Eva lag auf dem Bett im Gästezimmer.	game/Story/schulszenario.rpy	1324	"[what]"
school_b7488569	extend	 Ihr Blut hat das Bettlaken vollständig durchtränkt.	game/Story/schulszenario.rpy	1325	extend "[what]"
school_dff136d0		In ihre Stirn wurde eine Art Pfahl gerammt.	game/Story/schulszenario.rpy	1326	"[what]"
school_7f04ed78	extend	 In ihr konnte kein Lebenszeichen mehr wahrgenommen werden...	game/Story/schulszenario.rpy	1327	extend "[what]"
school_8d4862cc	nan	Sie ist tot. Ihr Puls ist nicht mehr zu spüren.	game/Story/schulszenario.rpy	1334	nan "[what]"
school_f9887236	extend	 Ich kann hier nichts mehr tun.	game/Story/schulszenario.rpy	1335	extend "[what]"
school_0932db14		Nanjo überprüfte die Leiche von Eva und stellte fest, dass jede Hilfe zu spät kam.	game/Story/schulszenario.rpy	1336	"[what]"
school_ce31a35c	but	Es reicht jetzt endgültig!	game/Story/schulszenario.rpy	1339	but "[what]"
school_e9b46ff7	extend	 Das war definitiv einer zu viel!	game/Story/schulszenario.rpy	1340	extend "[what]"
school_6cc2dbd1	but	Diese Grausamkeit muss aufhören. Du hast mich jetzt wirklich zum Feind gemacht!	game/Story/schulszenario.rpy	1341	but b25sakebu2 "[what]"
school_bc24cfc5	extend	 ...Du wirst es noch bitter bereuen, dass du Ushiromiya Battler zum Feind gemacht hast, du gottverdammter Bastard!	game/Story/schulszenario.rpy	1342	extend "[what]"
school_2f8d97ba	but	Diese Türkette war doch nur ein ganz mieser Trick!	game/Story/schulszenario.rpy	1343	but "[what]"
school_105010cf		Das Geräusch einer Dusche war laut zu hören, Battler öffnete vorsichtig die Tür zum Badezimmer.	game/Story/schulszenario.rpy	1345	"[what]"
school_c18a4b37	jes	Ihhhhkkkssss!!!	game/Story/schulszenario.rpy	1348	jes "[what]"
school_8dd6e4bc	extend	 Onkel Hideyoshi? Was ist mit dir passiert??	game/Story/schulszenario.rpy	1349	extend "[what]"
school_edf6b3dc	extend	 Ich kann das alles nicht mehr.....	game/Story/schulszenario.rpy	1350	extend "[what]"
school_d6004125	kum	Leck mich doch am Zückerli, wir sind bestimmt die nächsten!!	game/Story/schulszenario.rpy	1351	kum "[what]"
school_df1141b0	extend	 Ihihihihhih!!!	game/Story/schulszenario.rpy	1352	extend "[what]"
school_bbf0c16b		Hideoyoshi lag nackt in der Badewanne. Ein Pfahl wurde ihm wie schon bei Eva in die Stirn gerammt.	game/Story/schulszenario.rpy	1353	"[what]"
school_8f2b6a9e	extend	 Das Wasser aus dem Duschkopf plätschert ununterbrochen auf den Rücken des Mannes.	game/Story/schulszenario.rpy	1354	extend "[what]"
school_c9bdea35	extend	 Das ist eine enorme Wasserverschwendung. Die Dusche wurde schnell abgestellt.	game/Story/schulszenario.rpy	1356	extend "[what]"
school_8d965ede		Battler war von Wut und Traurigkeit überwältigt. Seine Emotionen kochten buchstäblich hoch.	game/Story/schulszenario.rpy	1357	"[what]"
school_7cbd493e	but	Ich bin sehr wütend und kann es nicht richtig ausdrücken.	game/Story/schulszenario.rpy	1365	but "[what]"
school_e8c96ded	extend	 ...BEATRICE ist nichts weiter als ein Märchen, damit wir die Fassung verlieren!	game/Story/schulszenario.rpy	1366	extend "[what]"
school_3e2f7099	but	Es kann niemand unsichtbar existieren und einfach so Menschen töten!	game/Story/schulszenario.rpy	1367	but "[what]"
school_e3f01a5f	extend	 Ich werde dich finden!!!	game/Story/schulszenario.rpy	1368	extend "[what]"
school_88ea4b8a	extend	 Ich werde dich packen und eigenhändig in die Hölle schicken!!!	game/Story/schulszenario.rpy	1369	extend "[what]"
school_7e176863	but	Wenn ich dich in die Finger bekomme, wirst du dir wünschen nie geboren worden zu sein!	game/Story/schulszenario.rpy	1370	but "[what]"
school_ef698780	extend	 GNHAAAAAAAAAAAAAAAAAAAAAAAAAAAA!!!!!!	game/Story/schulszenario.rpy	1371	extend "[what]"
school_94858fe9	extend	 BEATRICEEEEEEEEEEEEE!!!!!	game/Story/schulszenario.rpy	1372	extend "[what]"
school_3aa3374b		Verzweiflung macht sich unter denen breit, die noch übrig geblieben sind.	game/Story/schulszenario.rpy	1425	"[what]"
school_6ec2d53f	extend	 Inzwischen wurde die Villa verlassen und im Gästehaus Zuflucht gesucht.	game/Story/schulszenario.rpy	1426	extend "[what]"
school_cf34c55e		Die Überlebenden beten einfach, dass von nun an niemand mehr sterben muss.	game/Story/schulszenario.rpy	1427	"[what]"
school_ea8dc56e	nat	Ich weiß nicht, ob sich der Täter nur in der Villa aufhält. Aber hier gibt es etwas mehr zu essen.	game/Story/schulszenario.rpy	1436	nat "[what]"
school_697113cb	jes	Warum passiert das alles? War es notwendig, auch nur einen von ihnen zu töten?	game/Story/schulszenario.rpy	1438	jes "[what]"
school_cc45998c	nan	Jessica-chan, nur der Täter selbst kennt sein Motiv.	game/Story/schulszenario.rpy	1440	nan "[what]"
school_8f4e98fe	extend	 Es nützt leider nichts, darüber nachzudenken, so sehr ich deinen Schmerz auch fühle.	game/Story/schulszenario.rpy	1441	extend "[what]"
school_0fba1688		Jessicas Worte trafen einen Nerv, denn niemand hat auch nur die geringste Ahnung, warum Menschen sterben.	game/Story/schulszenario.rpy	1442	"[what]"
school_47402ce0	jes	Wo steckt eigentlich Großvater die ganze Zeit?	game/Story/schulszenario.rpy	1445	jes a11majime1 "[what]"
school_67e1d2be	gen	Der Herr befindet sich noch in seinem Arbeitszimmer.	game/Story/schulszenario.rpy	1447	gen "[what]"
school_b8c74434	jes	Natürlich... Hier geht alles den Bach runter und er versteckt sich in seiner stinkenden Hütte!	game/Story/schulszenario.rpy	1448	jes a11tereru1 "[what]"
school_09193226	extend	 Wahahahaha.....	game/Story/schulszenario.rpy	1449	extend "[what]"
school_1c0b9caa	kan	Jessica-sama, der Herr ist ein alter Freund der Hexe, sie würde ihn nicht ohne weiteres töten.	game/Story/schulszenario.rpy	1452	kan "[what]"
school_b5ad07d5	but	Diese Hexenlegende, von der ich gehört habe, hat damit zu tun, dass Großvater von der Hexe 10 Tonnen Gold bekommen haben soll.	game/Story/schulszenario.rpy	1456	but "[what]"
school_8b4205c2	kum	Ohohohoh...	game/Story/schulszenario.rpy	1458	kum "[what]"
school_ac966b78	extend	 Das ist in der Tat wahr, und das Gold gibt es wirklich!	game/Story/schulszenario.rpy	1459	extend "[what]"
school_137bf9f9	kum	Das Rätsel der Inschrift soll direkt dorthin führen.	game/Story/schulszenario.rpy	1460	kum "[what]"
school_25c63e66	extend	 Bisher ist es jedoch niemandem gelungen, dieses zu lösen.	game/Story/schulszenario.rpy	1461	extend "[what]"
school_175e1f4b	mar	Kihihihihihihihihih	game/Story/schulszenario.rpy	1463	mar "[what]"
school_4e96b0e6	extend	 Ich habe das ganze Rätsel aufgeschrieben.	game/Story/schulszenario.rpy	1464	extend "[what]"
school_0e0f1f33	extend	 Vielleicht sollten wir endlich damit anfangen, denn das war von Anfang an unsere Siegbedingung.	game/Story/schulszenario.rpy	1465	extend "[what]"
school_593bb704	nat	Maria! Dafür haben wir jetzt keine Zeit!	game/Story/schulszenario.rpy	1468	nat "[what]"
school_155150a8	but	Ich weiß auch nicht, wie uns dieses Rätsel weiterhelfen soll.	game/Story/schulszenario.rpy	1469	but a11niramu3 "[what]"
school_6c124a34	mar	Uu~!	game/Story/schulszenario.rpy	1470	mar a11uuu1 "[what]"
school_f8a4f3c8	extend	 BEATRICE sagte, was passieren würde, am Abend vor der ersten Dämmerung!	game/Story/schulszenario.rpy	1471	extend "[what]"
school_a8eea05a	nat	Du meinst den Brief, den du von woher bekommen hast?	game/Story/schulszenario.rpy	1472	nat "[what]"
school_02491c92	but	Ich erinnere mich, dass da etwas stand, dass wir das Rätsel lösen sollten, bevor die Zinsen fällig werden, weil Großvater den Vertrag mit ihr gekündigt hat.	game/Story/schulszenario.rpy	1473	but "[what]"
school_3fbe3de3	jes	Und dass sie alles von der Familie Ushiromiya bekommt, plus Zinsen, und diese Zinsen sind......	game/Story/schulszenario.rpy	1476	jes "[what]"
school_905e4093	mar	Unsere Leben!	game/Story/schulszenario.rpy	1477	mar a22akuwarai2 "[what]"
school_5c62a59d_1	extend	 Kihihihihihihi!!!	game/Story/schulszenario.rpy	1478	extend "[what]"
school_7e022120	mar	Die einzige Möglichkeit, alles zurückzubekommen, ist das Rätsel der Inschrift zu lösen!	game/Story/schulszenario.rpy	1479	mar "[what]"
school_f5b56cad	nan	Ich habe einmal versucht, diese Inschrift zu entziffern, aber ich bin daran verzweifelt, und das, obwohl ich Kinzo-san seit den alten Tagen kenne.	game/Story/schulszenario.rpy	1484	nan "[what]"
school_6e851c41	nan	Aber wie heißt es so schön? Man kann einem Menschen nur vor den Kopf sehen, nicht in den Kopf.	game/Story/schulszenario.rpy	1485	nan "[what]"
school_98f07c2e	jes	Lass uns lesen, was auf der Inschrift stand, Maria-chan...	game/Story/schulszenario.rpy	1488	jes "[what]"
school_3ea3f2df	but	Um ehrlich zu sein, ich bin auch daran interessiert, ich habe mir das noch nie vorher durchgelesen.	game/Story/schulszenario.rpy	1490	but "[what]"
school_8952ca13	mar	Bitte sehr, prägt es euch gut ein, Kihihihihi!!	game/Story/schulszenario.rpy	1492	mar "[what]"
school_568f4078		Maria kramt ein wenig in ihrer Handtasche und holt ein seltsames Buch heraus, blättert ein wenig darin und beginnt vorzulesen.	game/Story/schulszenario.rpy	1493	"[what]"
school_206b4f77	mar	Seht den Süßfischfluss, der durch meine geliebte Heimatstadt fließt. Ihr, die ihr das Goldene Land sucht, folgt seinem Weg stromabwärts auf der Suche nach dem Schlüssel.	game/Story/schulszenario.rpy	1494	mar "[what]"
school_33766a5b	nat	Wir haben schon jetzt keine Chance, denn keiner von uns weiß, wo Vaters alte Heimat war.	game/Story/schulszenario.rpy	1497	nat "[what]"
school_d7e4c2d6	extend	 Warte, Genji, weißt du es vielleicht?	game/Story/schulszenario.rpy	1498	extend "[what]"
school_8a72b970	gen	Entschuldigung, ich weiß es nicht.	game/Story/schulszenario.rpy	1501	gen "[what]"
school_e5273ddf	nat	Verdammt... Aber Eva wusste es, ich weiß es.	game/Story/schulszenario.rpy	1502	nat "[what]"
school_8013c88d	jes	Wie können sie wohl schlecht danach fragen.	game/Story/schulszenario.rpy	1505	jes "[what]"
school_d55bd3eb	but	Das ist ja abgefahren, ich weiß zwar nicht, was Süßfischfluss heißt, aber die Morde liefen bislang exakt wie hier niedergeschrieben.	game/Story/schulszenario.rpy	1508	but "[what]"
school_d30509ca	but	Ich glaube aber, dass jemand ohne Japanischkenntnisse dieses Rätsel nicht lösen kann.	game/Story/schulszenario.rpy	1509	but "[what]"
school_1c67d7a9	jes	Zuerst waren es sechs außerwählte vom Schlüssel, dann Eva und Hideyoshi als die beiden, die sich nahe stehen und jetzt sind wir bei?	game/Story/schulszenario.rpy	1510	jes "[what]"
school_ac48b7b6	mar	Preist meinen noblen Namen, die dritte Dämmerung!	game/Story/schulszenario.rpy	1511	mar "[what]"
